식품명,식품대분류명,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),칼슘(mg),칼륨(mg),나트륨(mg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),과당(g),유당(g),자당(g),포도당(g),식품중량,식종
소고기 완자전,전·적 및 부침류,318,72.6,14.1,23.28,,10.08,0.19,37.0,219.0,480,79.79,7.21,,,,,,77.60ml,한식
양파 소고기전,전·적 및 부침류,155,73.7,5.0,10.63,,8.88,3.51,17.0,145.0,435,44.98,2.11,,,,,,82ml,한식
어묵전,전·적 및 부침류,334,74.4,15.3,13.86,,35.46,2.84,60.0,155.0,1116,118.46,2.65,,,,,,63.80ml,한식
오믈렛,전·적 및 부침류,78,33.5,4.5,5.82,,1.33,0.67,15.0,69.0,222,83.02,1.44,,,,,,198ml,한식
옥수수부침,전·적 및 부침류,176,63.9,3.0,7.95,,22.95,2.36,8.0,158.0,587,0.0,1.19,,,,,,130.90ml,한식
해물 완자전,전·적 및 부침류,206,85.5,15.4,10.71,,10.64,1.85,35.0,259.0,147,131.85,1.7,,,,,,75.20ml,한식
고추잡채,볶음류,67,62.4,4.18,3.91,,4.21,1.49,13.0,150.0,159,14.49,0.9,,,,,,400ml,한식
멸치볶음(멸치만),볶음류,114,11.2,14.9,3.41,,5.15,1.72,718.0,250.0,770,147.45,0.62,,,,,,80ml,한식
문어볶음,볶음류,67,59.8,5.9,2.63,,5.55,3.65,16.0,222.0,240,47.0,0.39,,,,,,223.40ml,한식
소고기볶음,볶음류,163,39.5,7.0,13.07,,3.12,1.34,19.0,166.0,316,32.03,4.75,,,,,,147.90ml,한식
오리볶음,볶음류,171,64.9,10.47,11.27,,7.3,2.65,20.0,247.0,254,52.0,3.59,,,,,,420ml,한식
죽순볶음,볶음류,133,88.7,4.3,10.85,,6.19,1.48,38.0,489.0,1,0.0,1.65,,,,,,58.50ml,한식
중식잡채,볶음류,83,39.9,2.3,2.24,,13.58,1.13,21.0,86.0,112,5.34,0.54,,,,,,450ml,한식
쫄볶이,볶음류,150,76.2,4.7,1.41,,29.37,3.97,42.0,129.0,652,10.84,0.58,,,,,,630ml,한식
표고버섯볶음,볶음류,35,54.6,1.7,2.11,,3.96,0.92,8.0,122.0,143,1.85,0.34,,,,,,110ml,한식
햄채소볶음,볶음류,67,41.0,6.3,3.03,,3.82,1.98,10.0,148.0,334,14.8,0.71,,,,,,210ml,한식
김치 돼지고기볶음,볶음류,113,69.8,8.1,6.61,,4.26,2.27,25.0,284.0,294,24.12,2.44,,,,,,50ml,한식
꽈리고추볶음,볶음류,145,68.2,2.4,9.86,,12.59,2.77,19.0,241.0,427,0.0,1.47,,,,,,78.60ml,한식
낙지 삼겹살 볶음,볶음류,151,53.0,9.1,10.55,,3.73,1.88,16.0,194.0,341,24.99,4.07,,,,,,255ml,한식
닭볶음,볶음류,137,73.3,14.7,3.01,,12.63,3.65,22.0,326.0,270,36.48,0.48,,,,,,280ml,한식
매운 어묵볶음,볶음류,90,31.1,5.1,2.93,,11.02,2.38,23.0,81.0,397,8.01,0.5,,,,,,100ml,한식
모듬버섯볶음,볶음류,69,85.0,3.0,4.56,,6.82,2.0,13.0,257.0,430,2.13,0.75,,,,,,100ml,한식
버섯 잡채,볶음류,149,57.6,4.8,12.22,,6.28,1.94,80.0,186.0,207,11.84,2.87,,,,,,200ml,한식
베이컨채소볶음,볶음류,142,98.5,6.3,8.81,,10.06,4.78,24.0,274.0,241,18.77,2.39,,,,,,129ml,한식
브로콜리 버섯볶음,볶음류,24,36.1,1.3,1.15,,2.99,0.59,17.0,121.0,140,0.63,0.2,,,,,,50ml,한식
소간 채소볶음,볶음류,120,98.9,10.5,5.29,,7.74,3.79,24.0,375.0,498,118.04,0.92,,,,,,104.20ml,한식
소고기채소볶음,볶음류,128,40.7,5.1,10.08,,3.35,2.21,11.0,136.0,116,22.89,3.51,,,,,,191.80ml,한식
소곱창 볶음,볶음류,178,95.4,9.0,13.58,,4.99,1.79,42.0,283.0,369,97.88,3.11,,,,,,99.20ml,한식
소시지 케첩볶음,볶음류,252,82.6,11.5,17.08,,12.93,4.63,30.0,395.0,631,44.92,4.75,,,,,,98.60ml,한식
어묵 감자볶음,볶음류,208,73.6,8.2,9.07,,23.66,4.39,37.0,240.0,559,12.31,1.45,,,,,,79.70ml,한식
어묵잡채,볶음류,126,46.8,6.5,6.53,,9.87,2.2,27.0,118.0,421,15.38,1.71,,,,,,237.60ml,한식
우엉볶음,볶음류,160,79.1,4.1,9.08,,16.33,2.75,62.0,447.0,457,0.0,1.37,,,,,,63.50ml,한식
제육볶음,볶음류,151,65.5,12.2,8.39,,5.73,2.94,10.0,270.0,220,37.43,3.09,,,,,,100ml,한식
콩나물잡채,볶음류,103,55.6,4.8,7.86,,3.76,1.63,30.0,170.0,150,12.0,2.24,,,,,,145.60ml,한식
피망볶음,볶음류,138,70.5,1.7,9.8,,11.12,2.4,20.0,181.0,427,0.0,1.46,,,,,,78.60ml,한식
호박고지볶음,볶음류,104,11.2,2.4,2.17,,20.28,9.98,60.0,548.0,911,0.0,0.32,,,,,,120ml,한식
달걀조림,조림류,109,51.8,9.01,4.79,,6.53,1.5,34.0,122.0,498,190.34,1.63,,,,,,80ml,한식
닭도리탕,조림류,78,44.6,6.51,3.34,,5.6,1.55,9.0,141.0,166,22.56,0.89,,,,,,450ml,한식
건갈치조림,조림류,96,39.8,11.2,3.68,,3.68,1.9,49.0,181.0,1051,45.24,1.0,,,,,,74.60ml,한식
게조림,조림류,21,20.9,4.2,0.18,,0.31,0.1,32.0,60.0,164,7.59,0.04,,,,,,800ml,한식
고구마조림,조림류,167,79.7,2.5,0.61,,38.53,10.99,28.0,456.0,848,0.0,0.13,,,,,,97ml,한식
곤약조림,조림류,31,82.7,0.8,1.46,,5.19,1.5,63.0,43.0,235,0.0,0.23,,,,,,122.90ml,한식
다시마조림,조림류,60,112.8,3.1,3.35,,6.96,0.96,109.0,1011.0,501,0.0,0.51,,,,,,64.20ml,한식
단호박조림,조림류,71,67.2,2.2,0.94,,15.15,4.38,19.0,400.0,815,0.0,0.16,,,,,,100ml,한식
도루묵조림,조림류,103,87.7,11.3,3.09,,5.73,1.7,20.0,124.0,314,62.99,0.66,,,,,,123.20ml,한식
돼지고기 장조림,조림류,150,70.1,16.3,5.6,,7.25,2.02,13.0,374.0,1228,42.33,1.98,,,,,,50ml,한식
메추리알 돼지고기장조림,조림류,131,61.2,12.5,6.35,,4.62,0.77,26.0,233.0,520,164.17,2.2,,,,,,80ml,한식
메추리알 어묵조림,조림류,156,66.4,9.3,6.19,,15.39,7.23,42.0,169.0,805,155.03,1.53,,,,,,67.20ml,한식
모듬 콩조림,조림류,181,8.3,11.1,9.11,,15.38,3.85,48.0,465.0,321,0.0,1.55,,,,,,15ml,한식
새우조림,조림류,72,44.4,8.8,2.26,,3.62,0.63,44.0,148.0,360,66.84,1.21,,,,,,322ml,한식
소고기 장조림,조림류,188,60.7,14.9,10.52,,6.9,1.39,15.0,282.0,840,73.15,3.76,,,,,,50ml,한식
완자조림,조림류,168,76.9,14.2,6.25,,12.47,2.48,31.0,248.0,223,55.36,1.38,,,,,,137.40ml,한식
적어조림,조림류,54,64.8,7.0,0.95,,3.33,1.09,21.0,142.0,142,21.68,0.14,,,,,,203.90ml,한식
전어조림,조림류,60,63.5,9.0,1.22,,1.9,0.69,69.0,77.0,93,31.13,0.36,,,,,,157.40ml,한식
콩조림,조림류,198,14.8,13.5,6.44,,22.36,6.45,70.0,667.0,620,0.0,0.95,,,,,,95ml,한식
깐쇼새우,튀김류,150,43.3,7.9,6.28,,14.7,5.31,27.0,113.0,266,65.29,1.25,,,,,,330ml,한식
북어강정,튀김류,478,70.0,20.9,24.43,,42.51,7.38,61.0,371.0,2644,57.09,3.65,,,,,,32.10ml,한식
탕수육,튀김류,113,42.9,6.7,4.4,,11.21,3.33,9.0,156.0,146,31.11,0.98,,,,,,343ml,한식
새우튀김,튀김류,145,50.4,7.1,5.52,,16.54,2.22,30.0,105.0,322,28.44,0.84,,,,,,117.60ml,한식
오징어튀김,튀김류,81,21.6,5.2,4.69,,3.83,0.05,6.0,94.0,151,62.14,0.76,,,,,,100ml,한식
가자미튀김,튀김류,94,16.1,5.1,6.54,,2.89,0.0,10.0,87.0,215,21.52,0.99,,,,,,100ml,한식
가지탕수,튀김류,154,69.0,2.2,6.5,,21.21,4.19,21.0,187.0,236,0.0,0.99,,,,,,195.40ml,한식
갈치튀김,튀김류,78,17.5,4.6,5.47,,1.85,0.0,12.0,65.0,172,17.96,1.06,,,,,,100ml,한식
게맛살튀김,튀김류,213,38.2,6.1,8.61,,26.31,1.57,151.0,55.0,440,24.1,1.41,,,,,,167.40ml,한식
고구마깻잎튀김,튀김류,169,42.5,2.6,4.0,,29.95,4.94,41.0,241.0,354,21.97,0.72,,,,,,149.70ml,한식
고등어튀김,튀김류,126,20.0,6.2,9.68,,2.29,0.08,10.0,97.0,262,17.73,1.91,,,,,,100ml,한식
김부각,튀김류,415,8.8,14.9,18.8,,55.06,0.81,136.0,963.0,342,0.0,2.86,,,,,,19ml,한식
깐풍기,튀김류,190,53.2,13.3,7.7,,16.42,3.38,16.0,354.0,140,46.64,1.26,,,,,,180ml,한식
깻잎튀김,튀김류,238,56.2,7.0,13.75,,20.56,0.09,127.0,210.0,552,100.63,2.52,,,,,,60.30ml,한식
꽁치튀김,튀김류,105,16.2,5.3,7.84,,2.41,0.0,11.0,38.0,222,16.61,1.2,,,,,,100ml,한식
느타리버섯튀김,튀김류,227,58.7,6.4,13.64,,19.17,0.33,28.0,155.0,552,100.63,2.48,,,,,,60.30ml,한식
달걀튀김,튀김류,256,50.2,10.2,16.26,,14.74,0.58,33.0,103.0,121,190.8,3.31,,,,,,92.20ml,한식
닭강정,튀김류,219,63.8,17.9,6.21,,21.41,4.63,12.0,268.0,174,62.51,1.01,,,,,,183.90ml,한식
닭고기 탕수,튀김류,95,49.6,7.4,3.15,,8.8,2.66,10.0,162.0,60,41.01,0.64,,,,,,230ml,한식
대구튀김,튀김류,285,108.5,27.0,12.5,,13.28,0.02,54.0,47.0,1367,133.8,2.1,,,,,,82.90ml,한식
도라지튀김,튀김류,161,68.4,5.2,7.87,,16.74,0.69,37.0,179.0,425,70.54,1.5,,,,,,86ml,한식
도미튀김,튀김류,301,102.2,25.9,12.22,,18.9,0.02,41.0,55.0,1720,137.43,2.3,,,,,,61.80ml,한식
동태튀김,튀김류,146,51.8,10.7,7.22,,8.19,0.01,33.0,155.0,819,56.27,1.16,,,,,,120.90ml,한식
돼지갈비강정,튀김류,382,107.8,25.8,19.89,,20.7,3.79,16.0,511.0,539,92.28,6.22,,,,,,90.40ml,한식
돼지고기강정,튀김류,174,51.1,14.7,8.47,,8.36,1.96,10.0,238.0,515,59.61,1.83,,,,,,163.50ml,한식
돼지고기튀김,튀김류,222,69.9,20.9,11.67,,6.24,0.02,13.0,334.0,513,85.78,2.72,,,,,,73.40ml,한식
두부 탕수,튀김류,113,56.2,4.2,4.35,,14.02,3.1,31.0,130.0,587,0.0,0.65,,,,,,200ml,한식
두부튀김,튀김류,128,56.1,6.7,6.5,,10.08,0.85,41.0,135.0,276,20.66,1.06,,,,,,146.80ml,한식
등심돈가스,튀김류,190,47.1,14.3,7.7,,13.9,1.01,17.0,254.0,433,57.74,1.81,,,,,,213ml,한식
비프까스,튀김류,208,38.8,8.1,13.68,,12.25,2.51,14.0,148.0,261,57.57,4.78,,,,,,275ml,한식
새우 탕수,튀김류,248,116.4,18.2,9.94,,19.95,8.38,76.0,317.0,390,172.57,1.63,,,,,,105.80ml,한식
소고기튀김,튀김류,258,42.3,10.4,18.92,,10.11,1.88,15.0,196.0,428,70.28,6.59,,,,,,114.20ml,한식
소시지튀김,튀김류,309,55.7,13.8,18.67,,19.73,1.34,24.0,190.0,945,123.11,4.83,,,,,,75.70ml,한식
식빵튀김,튀김류,309,27.3,7.1,11.63,,43.69,7.92,21.0,77.0,404,0.0,3.4,,,,,,63.80ml,한식
쑥튀김,튀김류,234,57.2,6.6,13.71,,19.95,0.09,65.0,286.0,552,100.63,2.5,,,,,,60.30ml,한식
양념 돼지고기튀김,튀김류,189,47.6,12.9,8.58,,13.89,2.19,11.0,241.0,347,40.52,1.81,,,,,,192.50ml,한식
어묵튀김,튀김류,180,45.4,8.5,9.03,,15.34,1.9,38.0,85.0,798,58.84,1.64,,,,,,94ml,한식
연근튀김,튀김류,156,51.3,3.1,8.36,,16.27,0.94,27.0,273.0,389,37.79,1.41,,,,,,120.40ml,한식
오징어탕수,튀김류,158,50.6,8.3,7.51,,13.13,3.54,18.0,184.0,248,106.27,1.31,,,,,,191.80ml,한식
우럭튀김,튀김류,289,102.1,24.7,12.12,,19.21,0.02,77.0,553.0,1919,52.28,2.29,,,,,,61.80ml,한식
임연수튀김,튀김류,369,97.6,26.5,20.0,,17.54,0.03,39.0,51.0,1139,125.29,3.72,,,,,,71.70ml,한식
잔멸치 튀김,튀김류,67,4.0,4.0,4.12,,2.9,0.0,54.0,51.0,510,36.92,0.66,,,,,,235.60ml,한식
조기튀김,튀김류,144,55.3,13.4,7.77,,3.62,0.01,19.0,224.0,84,60.51,1.6,,,,,,111.40ml,한식
채소튀김,튀김류,101,22.3,1.3,5.28,,11.65,1.45,11.0,95.0,138,5.64,0.82,,,,,,100ml,한식
탕수어,튀김류,281,105.8,12.6,7.71,,38.96,8.41,45.0,300.0,322,64.74,1.26,,,,,,113.50ml,한식
시래기나물,나물·숙채류,60,75.2,2.1,1.78,,10.61,3.32,90.0,75.0,1032,0.0,0.29,,,,,,100ml,한식
청경채나물,나물·숙채류,14,56.8,1.06,0.58,,1.59,0.23,53.0,224.0,156,0.02,0.09,,,,,,100ml,한식
고사리나물,나물·숙채류,34,82.3,2.7,1.65,,3.57,0.43,18.0,188.0,166,0.01,0.26,,,,,,60ml,한식
고춧잎나물,나물·숙채류,30,29.4,2.1,1.44,,3.33,0.04,129.0,212.0,159,0.0,0.22,,,,,,60ml,한식
근대나물,나물·숙채류,56,88.7,2.5,2.85,,6.4,0.88,56.0,557.0,460,0.0,0.45,,,,,,100ml,한식
냉이초나물,나물·숙채류,77,78.7,4.2,2.47,,12.32,2.92,162.0,262.0,261,0.0,0.41,,,,,,100ml,한식
도라지나물,나물·숙채류,36,34.4,0.8,1.47,,5.35,0.48,19.0,99.0,133,0.0,0.2,,,,,,60ml,한식
머위나물,나물·숙채류,25,38.0,1.5,1.34,,2.42,0.41,46.0,224.0,184,0.0,0.16,,,,,,60ml,한식
무나물,나물·숙채류,28,79.7,0.7,1.14,,3.86,1.53,22.0,225.0,136,0.0,0.12,,,,,,60ml,한식
무청나물,나물·숙채류,80,71.4,2.8,5.44,,6.04,0.32,251.0,316.0,367,0.0,0.81,,,,,,100ml,한식
민들레무침,나물·숙채류,27,36.9,1.2,0.72,,4.56,1.61,47.0,230.0,244,0.0,0.1,,,,,,50ml,한식
부추나물,나물·숙채류,18,40.9,1.2,0.88,,1.99,0.89,20.0,12.0,137,0.0,0.15,,,,,,50ml,한식
비름나물,나물·숙채류,27,53.6,1.9,0.99,,3.82,0.74,86.0,388.0,149,0.01,0.16,,,,,,50ml,한식
쑥갓나물,나물·숙채류,19,54.4,1.3,0.95,,1.85,0.1,56.0,147.0,282,0.0,0.14,,,,,,50ml,한식
씀바귀나물,나물·숙채류,38,29.6,1.5,1.11,,6.54,1.87,30.0,190.0,296,0.0,0.16,,,,,,60ml,한식
애호박나물,나물·숙채류,37,93.1,1.3,1.44,,5.51,2.64,21.0,228.0,162,0.94,0.21,,,,,,50ml,한식
양배추 초나물,나물·숙채류,66,68.1,2.0,2.75,,9.44,5.6,44.0,219.0,175,0.0,0.43,,,,,,113.30ml,한식
얼갈이 나물,나물·숙채류,48,79.9,1.9,3.05,,4.0,0.68,175.0,186.0,1483,0.0,0.47,,,,,,100ml,한식
오이나물,나물·숙채류,73,68.0,1.3,6.42,,2.96,1.04,22.0,153.0,313,0.0,0.96,,,,,,108.10ml,한식
토란대나물,나물·숙채류,32,41.0,0.9,1.68,,3.88,1.12,64.0,125.0,174,0.01,0.17,,,,,,50ml,한식
간재미회무침,생채·무침류,47,48.1,4.73,0.47,,6.47,3.57,54.0,154.0,164,16.06,0.09,,,,,,270ml,한식
개고기무침,생채·무침류,121,49.3,7.63,8.82,,3.76,0.9,42.0,195.0,111,13.49,1.64,,,,,,620ml,한식
과일샐러드,생채·무침류,75,39.3,0.38,5.49,,6.74,4.79,6.0,74.0,37,1.73,0.81,,,,,,150ml,한식
도토리묵무침,생채·무침류,56,80.0,0.6,0.59,,12.04,0.08,18.0,35.0,179,0.0,0.1,,,,,,100ml,한식
돌나물,생채·무침류,24,26.5,0.64,0.39,,5.23,2.46,48.0,81.0,154,0.0,0.07,,,,,,90ml,한식
두릅무침,생채·무침류,74,60.4,3.4,2.58,,11.6,3.83,44.0,397.0,1476,0.0,0.42,,,,,,85.20ml,한식
마늘장아찌무침,생채·무침류,99,44.3,1.88,0.7,,21.85,11.66,10.0,90.0,805,0.0,0.12,,,,,,40ml,한식
얼갈이 겉절이,생채·무침류,21,39.5,1.12,0.51,,3.61,1.17,74.0,143.0,173,0.01,0.09,,,,,,110ml,한식
오이무침,생채·무침류,35,75.1,1.3,1.28,,5.44,3.18,20.0,193.0,3,0.0,0.2,,,,,,108.20ml,한식
참나물 겉절이,생채·무침류,17,37.2,0.8,0.72,,2.43,0.48,24.0,229.0,98,0.0,0.11,,,,,,50ml,한식
청포묵 무침,생채·무침류,43,61.4,1.3,1.68,,6.54,0.72,11.0,55.0,282,5.92,0.27,,,,,,150ml,한식
풋고추된장무침,생채·무침류,45,44.5,1.9,0.92,,7.94,2.16,16.0,174.0,390,0.0,0.15,,,,,,50ml,한식
가오리회무침,생채·무침류,47,48.1,4.7,0.47,,6.47,3.54,54.0,154.0,164,16.06,0.09,,,,,,270ml,한식
감자샐러드,생채·무침류,161,76.3,2.7,9.97,,15.59,3.11,18.0,327.0,308,14.23,1.56,,,,,,80ml,한식
겨자채,생채·무침류,120,46.8,5.4,8.88,,4.02,2.31,13.0,155.0,18,23.69,3.39,,,,,,150ml,한식
단호박 샐러드,생채·무침류,125,57.7,1.2,9.28,,10.27,3.45,9.0,263.0,84,5.57,1.36,,,,,,50ml,한식
달걀 샐러드,생채·무침류,165,65.2,6.0,13.17,,5.49,0.83,22.0,198.0,181,83.91,2.67,,,,,,159.50ml,한식
닭고기냉채,생채·무침류,72,84.8,10.8,0.92,,5.72,3.23,40.0,296.0,21,22.44,0.24,,,,,,150ml,한식
닭튀김 샐러드,생채·무침류,79,23.9,3.8,5.3,,3.98,1.0,12.0,89.0,102,11.98,0.91,,,,,,300ml,한식
두부냉채,생채·무침류,94,70.8,7.9,5.0,,4.57,1.29,40.0,185.0,280,7.37,1.33,,,,,,150ml,한식
마늘쫑장아찌무침,생채·무침류,79,32.7,1.3,0.58,,17.75,8.15,15.0,96.0,706,0.0,0.1,,,,,,50ml,한식
마카로니 샐러드,생채·무침류,100,45.5,4.1,5.56,,8.13,0.78,14.0,100.0,247,32.3,1.24,,,,,,220ml,한식
메밀묵 무침,생채·무침류,65,95.0,1.6,1.27,,12.05,1.46,18.0,135.0,249,0.0,0.21,,,,,,144.50ml,한식
멕시컨샐러드,생채·무침류,96,54.3,3.7,5.94,,7.11,4.36,16.0,153.0,206,48.15,1.19,,,,,,200ml,한식
문어무침,생채·무침류,63,84.2,7.2,1.95,,4.91,1.6,23.0,281.0,333,57.47,0.28,,,,,,130.50ml,한식
미역 오이무침,생채·무침류,61,85.8,1.8,1.75,,12.32,6.34,87.0,113.0,817,0.0,0.28,,,,,,100ml,한식
뱅어포무침,생채·무침류,371,20.4,43.7,16.11,,10.32,4.94,714.0,901.0,1136,788.02,3.28,,,,,,29ml,한식
부추 겉절이,생채·무침류,24,32.7,1.3,1.11,,3.38,1.57,18.0,91.0,178,0.0,0.15,,,,,,50ml,한식
부추 채소무침,생채·무침류,22,36.1,1.1,0.67,,4.01,2.24,18.0,85.0,171,0.0,0.08,,,,,,50ml,한식
부추 초무침,생채·무침류,23,33.4,1.1,0.78,,3.66,1.76,14.0,63.0,187,0.0,0.13,,,,,,50ml,한식
브로콜리 두부무침,생채·무침류,35,42.3,2.0,0.72,,6.17,2.31,22.0,153.0,167,2.47,0.12,,,,,,50ml,한식
브로콜리무침,생채·무침류,32,39.1,1.6,0.25,,7.01,2.9,16.0,147.0,175,5.57,0.06,,,,,,50ml,한식
삼색냉채,생채·무침류,68,84.0,5.6,1.9,,7.21,3.99,23.0,243.0,365,53.4,0.66,,,,,,150ml,한식
새싹 샐러드,생채·무침류,117,63.8,1.4,10.6,,5.01,2.49,23.0,134.0,74,3.03,1.56,,,,,,104.40ml,한식
새우무침,생채·무침류,321,21.5,37.0,11.77,,15.47,8.04,1856.0,91.0,462,411.08,1.77,,,,,,27ml,한식
소라무침,생채·무침류,122,69.8,18.7,1.58,,7.46,2.0,85.0,72.0,55,42.2,0.26,,,,,,91ml,한식
시금치 겉절이,생채·무침류,54,69.3,3.0,2.51,,6.28,1.47,40.0,602.0,357,0.0,0.39,,,,,,80.90ml,한식
쑥갓오이무침,생채·무침류,37,73.9,1.9,1.06,,5.57,0.38,59.0,209.0,156,0.0,0.17,,,,,,126.40ml,한식
양념 도토리묵,생채·무침류,55,70.2,1.1,1.27,,9.91,0.15,17.0,64.0,363,0.0,0.2,,,,,,116.90ml,한식
양배추 겉절이,생채·무침류,39,72.2,1.7,1.24,,6.5,3.21,33.0,229.0,388,0.0,0.19,,,,,,114.60ml,한식
양배추 샐러드,생채·무침류,99,46.8,0.9,8.95,,4.32,2.2,20.0,123.0,145,2.59,1.3,,,,,,122.20ml,한식
양배추부추무침,생채·무침류,34,72.7,1.9,0.51,,6.71,3.44,33.0,151.0,327,0.0,0.09,,,,,,90.60ml,한식
양상추 샐러드,생채·무침류,78,42.8,1.1,6.29,,4.84,3.25,14.0,92.0,87,12.41,0.96,,,,,,85ml,한식
어묵 오이무침,생채·무침류,128,76.0,7.7,3.07,,18.13,5.45,44.0,189.0,532,11.53,0.56,,,,,,105.70ml,한식
오이 도라지 생채,생채·무침류,41,55.2,1.3,0.52,,8.78,3.71,20.0,184.0,220,0.0,0.09,,,,,,130ml,한식
오이고추 된장무침,생채·무침류,32,39.7,1.4,0.91,,5.18,1.46,13.0,135.0,313,0.0,0.15,,,,,,50ml,한식
오이부추무침,생채·무침류,26,36.6,0.9,0.35,,5.68,2.62,11.0,111.0,206,0.0,0.07,,,,,,50ml,한식
옥수수샐러드,생채·무침류,129,54.4,1.3,8.31,,12.49,4.09,12.0,139.0,171,2.44,1.2,,,,,,130ml,한식
유채무침,생채·무침류,60,65.3,3.4,0.67,,12.47,6.2,119.0,340.0,227,0.0,0.12,,,,,,79.20ml,한식
쥐포무침,생채·무침류,298,28.9,26.1,7.41,,32.77,21.73,91.0,455.0,1381,62.65,1.23,,,,,,31ml,한식
짜사이무침,생채·무침류,43,58.2,0.4,3.04,,3.66,2.8,25.0,42.0,947,0.0,0.46,,,,,,50ml,한식
참치 샐러드,생채·무침류,200,60.2,10.8,16.18,,2.96,1.96,11.0,180.0,151,23.3,2.03,,,,,,101.60ml,한식
천사채무침,생채·무침류,73,51.6,3.3,5.51,,2.95,0.65,30.0,97.0,248,32.3,1.23,,,,,,220ml,한식
치커리무침,생채·무침류,16,20.8,0.8,0.48,,2.35,0.69,23.0,108.0,171,0.0,0.08,,,,,,151.10ml,한식
콩나물 느타리무침,생채·무침류,46,67.0,3.1,2.8,,4.31,0.59,24.0,209.0,193,0.0,0.44,,,,,,100ml,한식
콩나물냉채,생채·무침류,27,45.6,2.1,0.79,,4.05,1.91,26.0,108.0,202,0.1,0.14,,,,,,50ml,한식
해파리냉채,생채·무침류,31,58.7,1.5,0.46,,5.64,3.23,33.0,67.0,321,0.97,0.07,,,,,,85ml,한식
햄샐러드,생채·무침류,149,61.5,4.4,7.38,,16.65,5.87,25.0,212.0,178,8.45,1.58,,,,,,158.30ml,한식
홍어회무침,생채·무침류,83,60.6,7.5,2.13,,8.81,5.44,115.0,226.0,797,30.31,0.34,,,,,,175ml,한식
가지김치,김치류,36,81.1,2.1,0.77,,6.22,2.45,62.0,292.0,1592,5.54,0.15,,,,,,100ml,한식
섞박지,김치류,41,123.5,2.3,0.84,,7.43,2.77,61.0,446.0,2027,1.47,0.18,,,,,,93.50ml,한식
양념채김치,김치류,53,74.8,3.3,1.55,,7.5,3.61,112.0,309.0,1065,8.59,0.27,,,,,,190.30ml,한식
오이 물김치,김치류,51,103.1,2.9,1.3,,8.73,4.21,79.0,340.0,2268,5.54,0.22,,,,,,100ml,한식
양념 바지락젓,젓갈류,50,56.2,5.8,1.97,,2.07,0.81,89.0,40.0,1,6.27,0.26,,,,,,12.50ml,한식
양념 새우젓,젓갈류,67,55.3,7.3,1.5,,6.78,1.5,290.0,343.0,5863,85.38,0.34,,,,,,15ml,한식
양념 오징어젓,젓갈류,60,52.7,7.9,1.08,,4.81,1.22,76.0,219.0,1858,93.45,0.22,,,,,,15ml,한식
무말랭이장아찌,장아찌·절임류,117,8.0,4.1,3.23,,18.34,6.61,97.0,730.0,1287,0.0,0.51,,,,,,94.20ml,한식
무숙장아찌,장아찌·절임류,93,60.2,3.7,6.44,,4.78,2.36,26.0,207.0,1391,12.6,2.07,,,,,,94ml,한식
짜장소스,"장류, 양념류",101,62.9,4.3,3.71,,12.86,4.15,24.0,233.0,538,6.98,0.71,,,,,,200ml,한식
카레소스,"장류, 양념류",70,40.0,2.7,2.33,,9.75,2.22,17.0,178.0,376,3.51,1.06,,,,,,290ml,한식
고춧가루 양념장,"장류, 양념류",140,40.5,5.9,7.19,,14.39,1.95,85.0,449.0,1416,0.0,1.12,,,,,,115ml,한식
기름장,"장류, 양념류",640,0.3,0.2,69.06,,0.92,0.01,44.0,86.0,7518,0.0,10.06,,,,,,10ml,한식
쌈장,"장류, 양념류",142,31.2,6.5,4.55,,20.13,8.46,54.0,360.0,2335,0.0,0.75,,,,,,22.10ml,한식
초간장,"장류, 양념류",72,72.4,6.6,0.0,,11.33,0.0,19.0,412.0,3189,0.0,0.0,,,,,,15ml,한식
팥빙수,유제품류 및 빙과류,99,13.3,2.4,0.81,,20.82,11.38,16.0,115.0,34,2.37,0.47,,,,,,300ml,한식
두유 카페라떼,음료 및 차류,30,50.9,1.4,1.76,,2.12,1.34,36.0,122.0,32,0.0,0.32,,,,,,355ml,한식
딸기넥타,음료 및 차류,31,40.9,0.4,0.09,,7.96,6.39,7.0,82.0,6,0.0,0.01,,,,,,355ml,한식
딸기바나나 스무디,음료 및 차류,54,62.5,1.1,0.68,,11.75,9.34,29.0,151.0,11,1.77,0.4,,,,,,355ml,한식
미숫가루(선식)음료,음료 및 차류,128,0.4,2.9,1.1,,27.73,12.67,11.0,126.0,1,0.0,0.22,,,,,,100ml,한식
수박화채,음료 및 차류,42,89.9,1.2,0.87,,7.79,5.78,32.0,90.0,9,2.47,0.56,,,,,,200ml,한식
아이스 카페라떼,음료 및 차류,31,50.2,1.4,1.5,,3.05,1.83,51.0,118.0,16,4.28,0.97,,,,,,355ml,한식
아이스 카페모카,음료 및 차류,58,50.9,1.6,1.53,,9.65,6.79,55.0,140.0,24,4.06,1.0,,,,,,355ml,한식
율무차,음료 및 차류,66,0.3,0.9,1.72,,11.85,7.33,5.0,59.0,62,0.0,0.79,,,,,,100ml,한식
카페라떼,음료 및 차류,38,58.2,1.7,1.83,,3.57,2.24,62.0,129.0,20,5.25,1.18,,,,,,355ml,한식
카페모카,음료 및 차류,63,60.5,1.9,1.9,,9.64,6.78,67.0,149.0,28,5.23,1.24,,,,,,355ml,한식
